Summary,Issue key,Issue Type,Status,Priority,Resolution,Created,Resolved,Fix versions,Labels,Labels,Labels,Labels,Description,Environment,Custom field (Severity),Sprint,Sprint,Sprint,Custom field (Story Points)
Error recieved on getting Sales/Refunds,OBN1-11341,Bug,Done,P4,,4/20/2023 20:22,,OBN 1.32,,,,,"*Steps to reproduce:*

# log in 
# navigate to “Activity” > “Sales”/”Refund” page

*Expacted result:*

The “Sale”/”Refund” page is loaded. The list of transactions is displayed

*Actual result:*

{{[2023-04-20T19:26:23.572602+00:00] request.CRITICAL: Uncaught PHP Exception Doctrine\DBAL\Exception\InvalidFieldNameException: ""An exception occurred while executing '    SELECT COUNT(*) AS totalItems FROM (    SELECT          t.uuid,         t.created_at AS createdAt,         pruo.business_trading_name AS referrerOrganizationName,         pmuo.business_trading_name AS merchantOrganizationName,         pt.name as processorType,         pmo.name AS outletName,         t.state_id AS paymentStatus     FROM payment_requests_to_refund AS t         INNER JOIN payment_merchant_processor_accounts AS pmpa ON t.merchant_processor_account_id = pmpa.id AND pmpa.deleted_at IS NULL     INNER JOIN payment_merchants AS pm ON pmpa.merchant_id = pm.id     INNER JOIN user_organizations AS pmuo ON pm.organization_id = pmuo.id     LEFT JOIN payment_referrers AS pr ON pm.referrer_id = pr.id     LEFT JOIN user_organizations AS pruo ON pr.organization_id = pruo.id     INNER JOIN payment_acquirers AS acq ON pmpa.acquirer_id = acq.id     INNER JOIN payment_processor_types AS pt ON acq.processor_type_id = pt.id     INNER JOIN payment_merchant_outlets AS pmo ON pmpa.merchant_outlet_id = pmo.id AND pmo.deleted_at IS NULL     INNER JOIN payment_requests_to_pay AS prtp ON t.request_to_pay_id = prtp.id    ,     (         SELECT             uu.id AS current_user_id,             uorg.organization_type_name AS current_user_organization_type         FROM user_users uu         INNER JOIN user_organizations uorg ON uu.organization_id = uorg.id         WHERE uu.id = ?     ) AS userWithOrganisationTypeName     WHERE         1 = 1 UNION ALL     SELECT          t.uuid,         t.created_at AS createdAt,         pruo.business_trading_name AS referrerOrganizationName,         pmuo.business_trading_name AS merchantOrganizationName,         pt.name as processorType,         pmo.name AS outletName,         t.state_id AS paymentStatus     FROM (         SELECT             pcb.uuid,             dispute_refund_created_at AS created_at,             dispute_refund_updated_at AS updated_at,             merchant_processor_account_id,             payment_reference,             acquirer_reference,             total_fee_deducted_amount,             scheme_fee_deducted_amount,             referrer_fee_deducted_amount,             settled_amount,             settled_additional_compensation,             dispute_refund_status_id AS state_id,             processed_at,             unsettled_units,             dispute_refund_settled_at AS settled_at,             request_to_pay_id         FROM             payment_chargebacks AS pcb         WHERE             dispute_refund_status_id IS NOT NULL     ) AS t         INNER JOIN payment_merchant_processor_accounts AS pmpa ON t.merchant_processor_account_id = pmpa.id AND pmpa.deleted_at IS NULL     INNER JOIN payment_merchants AS pm ON pmpa.merchant_id = pm.id     INNER JOIN user_organizations AS pmuo ON pm.organization_id = pmuo.id     LEFT JOIN payment_referrers AS pr ON pm.referrer_id = pr.id     LEFT JOIN user_organizations AS pruo ON pr.organization_id = pruo.id     INNER JOIN payment_acquirers AS acq ON pmpa.acquirer_id = acq.id     INNER JOIN payment_processor_types AS pt ON acq.processor_type_id = pt.id     INNER JOIN payment_merchant_outlets AS pmo ON pmpa.merchant_outlet_id = pmo.id AND pmo.deleted_at IS NULL     INNER JOIN payment_requests_to_pay AS prtp ON t.request_to_pay_id = prtp.id    ,     (         SELECT             uu.id AS current_user_id,             uorg.organization_type_name AS current_user_organization_type         FROM user_users uu         INNER JOIN user_organizations uorg ON uu.organization_id = uorg.id         WHERE uu.id = ?     ) AS userWithOrganisationTypeName     WHERE         1 = 1) as t' with params [30, 30]:  SQLSTATE[42S22]: Column not found: 1054 Unknown column 'uu.organization_id' in 'on clause'"" at /var/www/api/vendor/doctrine/dbal/lib/Doctrine/DBAL/Driver/AbstractMySQLDriver.php line 79 {""exception"":""[object] (Doctrine\\DBAL\\Exception\\InvalidFieldNameException(code: 0): An exception occurred while executing '    SELECT COUNT(*) AS totalItems FROM (    SELECT \n        t.uuid,\n        t.created_at AS createdAt,\n        pruo.business_trading_name AS referrerOrganizationName,\n        pmuo.business_trading_name AS merchantOrganizationName,\n        pt.name as processorType,\n        pmo.name AS outletName,\n        t.state_id AS paymentStatus\n    FROM payment_requests_to_refund AS t\n        INNER JOIN payment_merchant_processor_accounts AS pmpa ON t.merchant_processor_account_id = pmpa.id AND pmpa.deleted_at IS NULL\n    INNER JOIN payment_merchants AS pm ON pmpa.merchant_id = pm.id\n    INNER JOIN user_organizations AS pmuo ON pm.organization_id = pmuo.id\n    LEFT JOIN payment_referrers AS pr ON pm.referrer_id = pr.id\n    LEFT JOIN user_organizations AS pruo ON pr.organization_id = pruo.id\n    INNER JOIN payment_acquirers AS acq ON pmpa.acquirer_id = acq.id\n    INNER JOIN payment_processor_types AS pt ON acq.processor_type_id = pt.id\n    INNER JOIN payment_merchant_outlets AS pmo ON pmpa.merchant_outlet_id = pmo.id AND pmo.deleted_at IS NULL\n    INNER JOIN payment_requests_to_pay AS prtp ON t.request_to_pay_id = prtp.id    ,     (\n        SELECT\n            uu.id AS current_user_id,\n            uorg.organization_type_name AS current_user_organization_type\n        FROM user_users uu\n        INNER JOIN user_organizations uorg ON uu.organization_id = uorg.id\n        WHERE uu.id = ?\n    ) AS userWithOrganisationTypeName\n    WHERE\n        1 = 1\nUNION ALL\n    SELECT \n        t.uuid,\n        t.created_at AS createdAt,\n        pruo.business_trading_name AS referrerOrganizationName,\n        pmuo.business_trading_name AS merchantOrganizationName,\n        pt.name as processorType,\n        pmo.name AS outletName,\n        t.state_id AS paymentStatus\n    FROM (\n        SELECT\n            pcb.uuid,\n            dispute_refund_created_at AS created_at,\n            dispute_refund_updated_at AS updated_at,\n            merchant_processor_account_id,\n            payment_reference,\n            acquirer_reference,\n            total_fee_deducted_amount,\n            scheme_fee_deducted_amount,\n            referrer_fee_deducted_amount,\n            settled_amount,\n            settled_additional_compensation,\n            dispute_refund_status_id AS state_id,\n            processed_at,\n            unsettled_units,\n            dispute_refund_settled_at AS settled_at,\n            request_to_pay_id\n        FROM\n            payment_chargebacks AS pcb\n        WHERE\n            dispute_refund_status_id IS NOT NULL\n    ) AS t\n        INNER JOIN payment_merchant_processor_accounts AS pmpa ON t.merchant_processor_account_id = pmpa.id AND pmpa.deleted_at IS NULL\n    INNER JOIN payment_merchants AS pm ON pmpa.merchant_id = pm.id\n    INNER JOIN user_organizations AS pmuo ON pm.organization_id = pmuo.id\n    LEFT JOIN payment_referrers AS pr ON pm.referrer_id = pr.id\n    LEFT JOIN user_organizations AS pruo ON pr.organization_id = pruo.id\n    INNER JOIN payment_acquirers AS acq ON pmpa.acquirer_id = acq.id\n    INNER JOIN payment_processor_types AS pt ON acq.processor_type_id = pt.id\n    INNER JOIN payment_merchant_outlets AS pmo ON pmpa.merchant_outlet_id = pmo.id AND pmo.deleted_at IS NULL\n    INNER JOIN payment_requests_to_pay AS prtp ON t.request_to_pay_id = prtp.id    ,     (\n        SELECT\n            uu.id AS current_user_id,\n            uorg.organization_type_name AS current_user_organization_type\n        FROM user_users uu\n        INNER JOIN user_organizations uorg ON uu.organization_id = uorg.id\n        WHERE uu.id = ?\n    ) AS userWithOrganisationTypeName\n    WHERE\n        1 = 1) as t' with params [30, 30]:\n\nSQLSTATE[42S22]: Column not found: 1054 Unknown column 'uu.organization_id' in 'on clause' at /var/www/api/vendor/doctrine/dbal/lib/Doctrine/DBAL/Driver/AbstractMySQLDriver.php:79)\n[previous exception] [object] (Doctrine\\DBAL\\Driver\\PDO\\Exception(code: 42S22): SQLSTATE[42S22]: Column not found: 1054 Unknown column 'uu.organization_id' in 'on clause' at /var/www/api/vendor/doctrine/dbal/lib/Doctrine/DBAL/Driver/PDO/Exception.php:18)\n[previous exception] [object] (PDOException(code: 42S22): SQLSTATE[42S22]: Column not found: 1054 Unknown column 'uu.organization_id' in 'on clause' at /var/www/api/vendor/doctrine/dbal/lib/Doctrine/DBAL/Driver/PDOStatement.php:112)""} []}}

!image-20230420-192723.png|width=2039,height=1009!

*Note: the bug appeared because* [https://cardstream.atlassian.net/browse/OBN1-10503|https://cardstream.atlassian.net/browse/OBN1-10503|smart-link] *was deployed on ‘develop’.* 
*”organisation_id” column is not in “user_users” table now. it is “user_organization_members” table*",,,87,88,89,2
500 error when applicant signs an commercial offer before it's ready,OBN1-11286,Bug,Done,P4,,4/18/2023 13:05,,OBN 1.32,,,,,"*Precondition:* 

# An external Referrer exists
# A WF with “Commercial offer“ phase exists for the Referrer

!image-20230419-105332.png|width=897,height=457!

# Send request to initiate Merchant onboarding
# Send request to submit Merchant’s details
# Check that “Commercial offer“ phase has not runs yet

!image-20230419-105628.png|width=1661,height=654!

4. Send request for offer response

*Expected result:*

403Forbidden {{""You are not allowed to access this endpoint.""}} (_need to clarify with BA the response_)

!image-20230419-110730.png|width=712,height=227!



*Actual result:*

500 server error is returned

!image-20230419-110143.png|width=1501,height=885!

!image-20230419-110216.png|width=1438,height=380!",,,89,,,1
Already resumed application WF is saved in audit for user who tries to resume it after,OBN1-11266,Bug,Done,P4,,4/14/2023 13:40,,OBN 1.32,Workflow,,,,"*Preconditions:*

# WF exists in “workflow_workflows” table
# The WF is paused
# Paused applications by the WF exists in “payment_merchant_applications” table

*Steps to reproduce:*

# Operator Admin A user logs in
# User A navigates to “My Organisation”>”My Workflows” page
# User A clicks on “Resume” toggle for paused WF
# User A selects “Resume selected” option
# User A selects  an paused application
# User B (in the meantime) resumes the selected by User A paused applications
# Resumed Applications WF stoped on a step (with status “MANUAL” or “IN PROGRESS”)
# User A clicks on “Continue” button
# Application workflows are rrsumed

*Expected result:*

For user B in user_audit is recorded the uuid of the resumed application workflow

For user A in user_audit is recorded the uuids of the applications workflow, except the one already resumed by user B.

*Actual result:*

For user B in user_audit is recorded the uuid of the resumed application workflow

For user A in user_audit is recorded the uuids of the applications workflow, including the one already resumed by user B.",,S4,89,,,1
Transfer is displayed duplicated for the Referrer,OBN1-11261,Bug,Done,P3,,4/14/2023 7:44,,OBN 1.31,,,,,"*Precondition*:

There is a transfer for the Referrer in the {{payment_transfers}} table

# Log in as a Referrer
# Navigate on the “Activate“ → “Transfers“ tab
# Check the result

!image-20230414-064306.png|width=1162,height=770!



*Expected result:*

Displays only one transfer

*Actual result:*

Displays 19 transfers duplicated

!image-20230414-064413.png|width=1477,height=699!",,,88,,,1
[Prod] Generate referrer invoice when there are no merchant invoices,OBN1-11185,Bug,Done,P1 ,,4/7/2023 15:18,,OBN 1.31,Invoices,Prod,Referrers,Settlement,"*Rreconditions:*

# Referrer(id=1) has a settlement in the past month
# No payments (sale, refund, chargebacks, adjustments…) were processed in the past month for any merchant

*Steps to reproduce:*

# Generate invoices {{obn:invoices:generate-for-merchants --force}}

*Expected result:*

An invoice should be generated for referrer (id=1), no invoices should be generated for any merchant

!image-20230407-143108.png|width=1033,height=189!

*Actual result*

Invoice is not generated neither for referrer nor merchant.

!image-20230407-143305.png|width=767,height=160!

+DB dump is attached+",,,88,,,3
[Prod] Error on update Risk Controls,OBN1-11181,Bug,Done,P1 ,,4/7/2023 8:02,,OBN 1.31,,,,,"*Preconditions:*

# Production environment
# Merchant with id=2 , which has a BP without name (payment_billing_plan)

*Steps:*

# Try to update Merchant’s Risk Controls

*Expected results:*

Risk controls are successfully update.

The validation for BP name should be removed.

Generate and store name for BP with missing name.

*Actual results:*

400 error received

!image-20230407-070833.png|width=608,height=169!",,S2,88,,,1
[Prod] Fix amount issue of remaining/adjustments processing,OBN1-11171,Bug,Done,P2,,4/5/2023 12:26,,OBN 1.30,,,,,"+To do:+

# Fix wrong amounts from {{payment_bambora_remains_adjustments}}, records with ID 1 and 2 
# Re-run the logic using the correct amount

Note: to write a command to adjust values",,,87,,,2
[Prod] Not enough funds to process remaining,OBN1-11170,Bug,Done,P1 ,,4/5/2023 10:03,,OBN 1.29,,,,,"*Steps:*

# New adjustment received in Bambora report

*Expected result:*

The adjustments conversion amount should be correctly performed

*Actual result:*

The conversion amount is wrong. Instead of 14 pence, the logic considers 14 pounds",,,87,,,1
"Officers of the organisation should not be displayed in ""Users"" section on ""Open Applications"" > ""Manage Users"" tab",OBN1-11067,Bug,Done,P4,,3/31/2023 15:26,,OBN 1.32,Users,,,,"*Preconditions:*

# Application exists in “payment_merchant_applications” table
# An user for applicant’s organisation exists in “user_users” table
# Officer of the application exists in “payment_merchant_officers” table
# Officer has null for “payment_merchant_officers.user_id” column and an email in “payment_merchant_officers.email” column

*Steps:*

# Log in as Admin user
# Navigate to “My Merchants” > “ Open Applications” > “Manage users”
# Check the “Users” section

*Expected result:*

Only applicant user(s) (1 applicant user) in displayed in “Users” section

*Actual result:*

The user and the officer of the applicant are displayed in “Users” section

!image-20230331-143933.png|width=1246,height=746!",,S4,89,,,1
Update Xero tenantID command doesn't run automatically ,OBN1-11059,Bug,Done,P5,,3/30/2023 14:40,,OBN 1.32,,,,,"*Preconditions:* this is only reproducible on the stage/local

# Command is added in crontab ({{maintenance:xero:update-tenant-id}})
#  The day when new TenantID was generated comes
# Command was run 

*Expected result:*

new tenantID is generated and set in the “core_settings“ table

*Actual result:*

command was not run ",,,89,,,1
Progress bar is not displayed when upload documents for managers/owners,OBN1-10919,Bug,Done,P5,,3/28/2023 13:41,,OBN 1.33,,,,,"# The user on the page where he needs to download the documents for owner/manager (onboarding, edit controllers, create contact etc.)
# User uploads the document and presses the action button (“Save”, “Next“ button etc.)

*Expected result:*

“Upload is in progress“ message displays under section. User can’t send request or go to the next page.

*Actual result:*

Progress bar is not displayed and validation error displays.

!image-20230328-123753.png|width=1379,height=804!",,,90,,,2
Wrong tab item after row change on pages,OBN1-10846,Bug,Done,P4,,3/23/2023 8:57,,OBN 1.33,,,,,"!bug-merchants.mp4|width=2560,height=1080!",,,90,,,1
No details should be displayed when user unselects all criteria in a Reconciliation section,OBN1-10676,Bug,Done,P5,,3/13/2023 8:42,,OBN 1.30,Reports,UI,,,"*Rreconditions:*

# Merchant exist in “payment_merchants” table
# Reports for the merchant exist in “payment_reports” and “payment_report_parts” tables

*Steps to reproduce:*

# Log in as Admin user
# Navigate to “Reports” page
# Clicks on “See details” link for a section
# Drag all selected grouping criteria from “Selected Rows” to “Unselected Rows” 

*Expected result:*

Any details are not displayed in the section

*Actual result:*

!image-20230313-085001.png|width=1874,height=695!",,S4,87,,,1
Incorrect CB remaining sent to merchant when CB remaining > 0 after reseller debt covering,OBN1-10643,Bug,Done,P2,,3/6/2023 14:09,,OBN 1.28,bambora,chargeback,,,"*Preconditions:*

# debt to OBN = 200
# Debt to referrer = 10

*Steps to reproduce:*

# Positive CB exits in Bambora report. Amount 500
# Run commands: 
php bin/console bambora:import-payments --import-dummy=yes --file={file_path} &&
php bin/console bambora:match:transactions &&
php bin/console bambora:process:refunds &&
php bin/console bambora:process:negative:chargebacks &&
php bin/console bambora:process:remains && 
# Run command: php bin/console bambora:process:positive:chargebacks

*Expected result:*

200 units are sent from OBN Clearing Account to OBN Holding Account

10 units are sent from OBN Clearing Account to OBN Holding Account

+300 units+ are sent from OBN Clearing Account to Merchant Clearing Account

*Actual result:*

200 units are sent from OBN Clearing Account to OBN Holding Account

10 units are sent from OBN Clearing Account to OBN Holding Account

+290 units+ are sent from OBN Clearing Account to Merchant Clearing Account",,S2,85,,,1
"Invalid Merchant ID in ""Notification - Risk Controls update"" email that is sent to operator admin users",OBN1-10608,Bug,Done,P4,,3/2/2023 16:40,,OBN 1.28,,,,,"# Log in as Operator Admin user
# Navigate on ""My Merchants"" > ""Active Merchants"" > ""Billing Plan"" > ""Risk Controls"" sub-tab
# Click on ""Edit"" icon
# Update the ""Risk Control"" information
# Click on ""Save"" button
# Click ""Confirm"" button in confirmation pop-up
# Check the ""Notification - Risk Controls update"" email that is sent to operator admin users

*Expected result:*

For Merchant ID is indicated Merchant UUID

Actual result:

For Merchant ID is indicated Merchant ID

!image-20230302-163937.png|width=1305,height=616!",,S4,85,,,1
"Consider ""transferringMinorUnits"" for Safeguard account",OBN1-10558,Bug,Done,P2,,2/24/2023 13:57,,OBN 1.33,Tech-debt,,,,"Find all places where the following methods are being called

* {{\App\Entity\Payment\Merchant::availableInSafeguard}}
* {{\App\Entity\Payment\Merchant::availableInRollingReserve}}

and make sure their usages are taking into account the field {{payment_accounts.transferring_minor_units}} for the *Safeguard* account.

To specify the scenarios that should be retested by QAs",,,90,,,3
Funds from RR are not used properly for Refund coverage,OBN1-10522,Bug,Done,P1 ,,2/23/2023 7:14,,OBN 1.29,Phase_1b,TimeSensitive,,,"*Preconditions:*

# Active merchant exists in “payment_merchants” table
# Merchant has “100” units in “payment_merchants.safeguard_reserved_minor_units” column
# Merchant has “400” units in Merchant Clearing Account
# A Bambora refund for “500” units comes for the merchant

*Steps to reproduce:*

# Refund is processed (php bin/console bambora:process:refunds)

*Expected result:*

“50” units from Safegusrd are used for the refund →  “payment_merchants.safeguard_reserved_minor_units” column = 50 units

“400” units are taked from Merchant Clearing Account → “payment_accounts.minor_units” column = 0 units

“+50” units are taken from RR → “payment_merchants.debt_to_safeguard_units” column = 50 units+

Refund is processed successfully.

*Actual result:*

“50” units from Safegusrd are used for the refund →  “payment_merchants.safeguard_reserved_minor_units” column = 50 units

“400” units are taked from Merchant Clearing Account → “payment_accounts.minor_units” column = 0 units

+“50” units are taken from OBN → “payment_merchants.debt_to_obn_units” column = 50 units+",,S3,85,86,,5
